method,score_space,variant,kind,keep_ratio,fixed_count,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,focus_iou,delta_focus_iou,confusion_iou,focus_to_confusion,delta_focus_to_confusion
ptv3_scannet20_v151_severity,retained,structured_b64_keep0p1,structured_drop,0.1,0,0.0,64,312,0.1049280800334833,0.620017352842978,-0.151270401497551,0.7010926217423139,0.8623268195104541,0.30022883295194314,-0.08599707669460144,0.7930137145176722,0.4777241507332467,-0.014078141817633893
ptv3_scannet20_v151_severity,retained,masked_model_keep0p5,masked_model_drop_raw,0.5,0,0.0,64,312,0.49269114968950334,0.7358853167575138,-0.0354024375830152,0.8088567984165035,0.9147018380991163,0.3760156906696549,-0.010210218976889673,0.8616885234417838,0.5208995979115405,0.02909730536065991
ptv3_scannet20_v151_severity,retained,masked_model_keep0p2,masked_model_drop_raw,0.2,0,0.0,64,312,0.1970380659425908,0.6468827427878573,-0.1244050115526717,0.7155246132482087,0.8731434463183209,0.1595655617151258,-0.2266603479314188,0.7964007662042174,0.753331337026501,0.2615290444756204
ptv3_scannet20_v151_severity,retained,masked_model_keep0p1,masked_model_drop_raw,0.1,0,0.0,64,312,0.1052208111849475,0.643509926077666,-0.127777828262863,0.7119934262365837,0.8917559594656895,0.3614764222916489,-0.024749487354895683,0.8218720097982929,0.474943904263276,-0.01685838828760461
ptv3_scannet20_v151_severity,retained,feature_zero1p0,feature_zero,1.0,0,1.0,64,312,1.0,0.027053203227411303,-0.7442345511131176,0.06115965177013882,0.3622481657472502,0.0,-0.3862259096465446,0.32276858859895635,1.0,0.5081977074491194
ptv3_scannet20_v151_severity,full_nn,clean_voxel,clean,1.0,0,0.0,64,312,1.0,0.771287754340529,0.0,0.8480988988296785,0.9221771153730767,0.3862259096465446,0.0,0.8757182789053563,0.4918022925508806,0.0
ptv3_scannet20_v151_severity,full_nn,random_keep0p8,random_drop,0.8,0,0.0,64,312,0.8000785484910011,0.7675839351944798,-0.0037038191460492254,0.8452373564177339,0.9210244523462797,0.39018397042798214,0.003958060781437567,0.8765928519905155,0.485913845536878,-0.005888447014002596
ptv3_scannet20_v151_severity,full_nn,random_keep0p5,random_drop,0.5,0,0.0,64,312,0.5000052340328693,0.7571670557588408,-0.014120698581688185,0.8364815612613287,0.9159548138140347,0.37145739960309476,-0.014768510043449812,0.8683620352234077,0.5473047488553955,0.05550245630451489
ptv3_scannet20_v151_severity,full_nn,random_keep0p2,random_drop,0.2,0,0.0,64,312,0.19981445066439799,0.6963146532469561,-0.07497310109357291,0.7813476906239483,0.8911767911140102,0.22262319715239362,-0.16360271249415095,0.8264271653713132,0.7433813454533302,0.25157905290244964
ptv3_scannet20_v151_severity,full_nn,random_keep0p1,random_drop,0.1,0,0.0,64,312,0.10006327654879826,0.5594701604507233,-0.2118175938898057,0.6522330494561052,0.8379679492196759,0.022262598964926883,-0.3639633106816177,0.7491273026878164,0.9492564248237142,0.4574541322728336
ptv3_scannet20_v151_severity,full_nn,fixed_points_16000,fixed_count_drop,1.0,16000,0.0,64,312,0.19518424251761574,0.603114482374051,-0.16817327196647802,0.6896019001199172,0.8495024143048171,0.08777025694946436,-0.2984556526970802,0.769188461291282,0.896160144370551,0.40435785181967043
ptv3_scannet20_v151_severity,full_nn,fixed_points_8000,fixed_count_drop,1.0,8000,0.0,64,312,0.09759212125880787,0.412097657979114,-0.35919009636141497,0.48045862721640287,0.7378004022450255,0.02035903386281491,-0.3658668757837297,0.6171905347559213,0.9481068074725127,0.45630451492163215
ptv3_scannet20_v151_severity,full_nn,fixed_points_4000,fixed_count_drop,1.0,4000,0.0,64,312,0.048796060629403934,0.20350210760877538,-0.5677856467317536,0.25002433842855365,0.6005647603939677,0.005505555666913879,-0.3807203539796307,0.48901681349711207,0.9658590381980416,0.47405674564716105
ptv3_scannet20_v151_severity,full_nn,structured_b64_keep0p8,structured_drop,0.8,0,0.0,64,312,0.8044661329342768,0.6614834321926837,-0.1098043221478453,0.7628562609594509,0.8742812637945933,0.32256472728954944,-0.06366118235699514,0.8100006732595983,0.5528991077097885,0.06109681515890786
ptv3_scannet20_v151_severity,full_nn,structured_b64_keep0p5,structured_drop,0.5,0,0.0,64,312,0.5077883978254902,0.49275654927387674,-0.27853120506665224,0.6141927202672562,0.7802792061117558,0.24240045989652317,-0.1438254497500214,0.6884904040962627,0.6279183236974902,0.13611603114660964
ptv3_scannet20_v151_severity,full_nn,structured_b64_keep0p2,structured_drop,0.2,0,0.0,64,312,0.1919022957775222,0.25012883572510974,-0.5211589186154193,0.36542382046358945,0.5721623276478021,0.09032969667905523,-0.29589621296748936,0.4723316924442505,0.6688166293486616,0.177014336797781
ptv3_scannet20_v151_severity,full_nn,structured_b64_keep0p1,structured_drop,0.1,0,0.0,64,312,0.1049280800334833,0.15640485221726483,-0.6148829021232641,0.2406120647591417,0.47032734259852305,0.04181539165896545,-0.3444105179875791,0.3767150143983948,0.5733850215553253,0.08158272900444474
ptv3_scannet20_v151_severity,full_nn,masked_model_keep0p5,masked_model_drop_raw,0.5,0,0.0,64,312,0.49269114968950334,0.3137715105664087,-0.4575162437741203,0.45936703706908244,0.589583181427121,0.1484941505689828,-0.23773175907756178,0.5007063986512399,0.6778397887912309,0.18603749624035026
ptv3_scannet20_v151_severity,full_nn,masked_model_keep0p2,masked_model_drop_raw,0.2,0,0.0,64,312,0.1970380659425908,0.13879346019173483,-0.6324942941487941,0.21730620498104117,0.41124762416059185,0.04911902649258459,-0.33710688315396,0.3545887396184548,0.7254620191825686,0.233659726631688
ptv3_scannet20_v151_severity,full_nn,masked_model_keep0p1,masked_model_drop_raw,0.1,0,0.0,64,312,0.1052208111849475,0.08944065892790344,-0.6818470954126256,0.14411088662392174,0.3553495501712557,0.032449352230240834,-0.35377655741630376,0.3159506349659488,0.685031581058049,0.19322928850716836
ptv3_scannet20_v151_severity,full_nn,feature_zero1p0,feature_zero,1.0,0,1.0,64,312,1.0,0.027053203227411303,-0.7442345511131176,0.06115965177013882,0.3622481657472502,0.0,-0.3862259096465446,0.32276858859895635,1.0,0.5081977074491194
