scene,region_size,expert,desired_B_points,danger_A_points,desired_in_defer_region,danger_in_defer_region,defer_point_frac
scene0095_00,16,PTv3_supervised,1232,1122,1087,237,0.11118092387914658
scene0328_00,4,Concerto decoder,1555,2878,1407,80,0.04705561697483063
scene0328_00,4,Sonata linear,1338,8779,1123,124,0.03910038247704506
scene0328_00,4,Utonia,1170,3498,971,83,0.0332910493016243
scene0328_00,4,PTv3_supervised,1472,2270,1340,96,0.051323696970939636
scene0328_00,8,Concerto decoder,1555,2878,1345,194,0.08057191967964172
scene0328_00,8,Sonata linear,1338,8779,943,181,0.0623377226293087
scene0328_00,8,Utonia,1170,3498,840,123,0.04429321736097336
scene0328_00,8,PTv3_supervised,1472,2270,1277,149,0.09307977557182312
scene0328_00,16,Concerto decoder,1555,2878,1244,261,0.16653822362422943
scene0328_00,16,Sonata linear,1338,8779,724,127,0.08827818185091019
scene0328_00,16,Utonia,1170,3498,700,114,0.07891211658716202
scene0328_00,16,PTv3_supervised,1472,2270,1191,163,0.1976122409105301
scene0100_01,4,Concerto decoder,574,1352,496,34,0.038869988173246384
scene0100_01,4,Sonata linear,505,3107,378,22,0.028430765494704247
scene0100_01,4,Utonia,540,2694,440,31,0.03572533279657364
scene0100_01,4,PTv3_supervised,690,2019,627,40,0.051242396235466
scene0100_01,8,Concerto decoder,574,1352,424,40,0.08047221601009369
scene0100_01,8,Sonata linear,505,3107,366,59,0.050314463675022125
scene0100_01,8,Utonia,540,2694,411,61,0.06761006265878677
scene0100_01,8,PTv3_supervised,690,2019,581,45,0.09874729067087173
scene0100_01,16,Concerto decoder,574,1352,334,40,0.12851840257644653
scene0100_01,16,Sonata linear,505,3107,296,72,0.0874832421541214
scene0100_01,16,Utonia,540,2694,322,47,0.11660996079444885
scene0100_01,16,PTv3_supervised,690,2019,595,125,0.24159707129001617
scene0474_04,4,Concerto decoder,1876,3076,1650,146,0.03453435003757477
scene0474_04,4,Sonata linear,2102,8745,1758,194,0.033923547714948654
scene0474_04,4,Utonia,2209,4818,1838,150,0.030828358605504036
scene0474_04,4,PTv3_supervised,1835,3644,1628,126,0.03351176902651787
scene0474_04,8,Concerto decoder,1876,3076,1559,176,0.061457689851522446
scene0474_04,8,Sonata linear,2102,8745,1642,273,0.049420081079006195
scene0474_04,8,Utonia,2209,4818,1705,218,0.04848672077059746
scene0474_04,8,PTv3_supervised,1835,3644,1579,199,0.0608331635594368
scene0474_04,16,Concerto decoder,1876,3076,1397,183,0.10809827595949173
scene0474_04,16,Sonata linear,2102,8745,1300,259,0.07549241930246353
scene0474_04,16,Utonia,2209,4818,1459,166,0.07461395859718323
scene0474_04,16,PTv3_supervised,1835,3644,1498,213,0.1195799857378006
scene0598_02,4,Concerto decoder,462,1860,398,18,0.01185249537229538
scene0598_02,4,Sonata linear,2760,1516,2698,27,0.03624008968472481
scene0598_02,4,Utonia,2808,780,2739,36,0.037217456847429276
scene0598_02,4,PTv3_supervised,1163,376,1109,22,0.02346452698111534
scene0598_02,8,Concerto decoder,462,1860,365,39,0.021998479962348938
scene0598_02,8,Sonata linear,2760,1516,2682,49,0.05311903730034828
scene0598_02,8,Utonia,2808,780,2717,45,0.05666392669081688
scene0598_02,8,PTv3_supervised,1163,376,1104,55,0.04198017343878746
scene0598_02,16,Concerto decoder,462,1860,356,81,0.0512961745262146
scene0598_02,16,Sonata linear,2760,1516,2669,61,0.08336307108402252
scene0598_02,16,Utonia,2808,780,2690,101,0.09667385369539261
scene0598_02,16,PTv3_supervised,1163,376,1091,69,0.07739803940057755
scene0153_00,4,Concerto decoder,314,951,209,49,0.026064995676279068
scene0153_00,4,Sonata linear,367,1517,193,27,0.021442865952849388
scene0153_00,4,Utonia,326,1403,157,21,0.018750594928860664
scene0153_00,4,PTv3_supervised,434,272,365,42,0.05098637193441391
scene0153_00,8,Concerto decoder,314,951,193,62,0.060969218611717224
scene0153_00,8,Sonata linear,367,1517,185,56,0.05708567798137665
scene0153_00,8,Utonia,326,1403,121,29,0.040217287838459015
scene0153_00,8,PTv3_supervised,434,272,359,59,0.11226531863212585
scene0153_00,16,Concerto decoder,314,951,161,67,0.10783379524946213
scene0153_00,16,Sonata linear,367,1517,152,52,0.09885161370038986
scene0153_00,16,Utonia,326,1403,131,71,0.0788382738828659
scene0153_00,16,PTv3_supervised,434,272,349,86,0.21683503687381744
scene0575_01,4,Concerto decoder,2244,2729,1905,166,0.03361434489488602
scene0575_01,4,Sonata linear,2065,6534,1667,232,0.03104017861187458
scene0575_01,4,Utonia,2141,6193,1729,233,0.03037518449127674
scene0575_01,4,PTv3_supervised,1832,1303,1643,136,0.03418280929327011
scene0575_01,8,Concerto decoder,2244,2729,1772,235,0.05908788740634918
scene0575_01,8,Sonata linear,2065,6534,1558,364,0.0591576024889946
scene0575_01,8,Utonia,2141,6193,1580,351,0.052041102200746536
scene0575_01,8,PTv3_supervised,1832,1303,1601,179,0.07359976321458817
scene0575_01,16,Concerto decoder,2244,2729,1610,336,0.11504922807216644
scene0575_01,16,Sonata linear,2065,6534,1249,519,0.11837956309318542
scene0575_01,16,Utonia,2141,6193,1366,423,0.08577343076467514
scene0575_01,16,PTv3_supervised,1832,1303,1598,285,0.15424630045890808
scene0558_02,4,Concerto decoder,503,2344,296,43,0.013098388910293579
scene0558_02,4,Sonata linear,495,8895,225,50,0.010300674475729465
scene0558_02,4,Utonia,446,3694,233,28,0.010841142386198044
scene0558_02,4,PTv3_supervised,732,1407,561,77,0.023017557337880135
scene0558_02,8,Concerto decoder,503,2344,247,57,0.025195322930812836
scene0558_02,8,Sonata linear,495,8895,195,85,0.016937298700213432
scene0558_02,8,Utonia,446,3694,183,59,0.016452467069029808
scene0558_02,8,PTv3_supervised,732,1407,574,131,0.052949920296669006
scene0558_02,16,Concerto decoder,503,2344,196,81,0.05563636124134064
scene0558_02,16,Sonata linear,495,8895,102,55,0.028700413182377815
scene0558_02,16,Utonia,446,3694,123,50,0.03685511648654938
scene0558_02,16,PTv3_supervised,732,1407,529,206,0.11852134764194489
scene0658_00,4,Concerto decoder,1164,4064,1030,71,0.02552419900894165
scene0658_00,4,Sonata linear,1338,7306,1166,66,0.02676350250840187
scene0658_00,4,Utonia,1571,3578,1409,62,0.03207610920071602
scene0658_00,4,PTv3_supervised,1328,3428,1226,80,0.03036295250058174
scene0658_00,8,Concerto decoder,1164,4064,968,74,0.04446003586053848
scene0658_00,8,Sonata linear,1338,7306,1085,150,0.04093348607420921
scene0658_00,8,Utonia,1571,3578,1354,89,0.0555499866604805
scene0658_00,8,PTv3_supervised,1328,3428,1169,88,0.05575046315789223
scene0658_00,16,Concerto decoder,1164,4064,904,115,0.08647791296243668
scene0658_00,16,Sonata linear,1338,7306,1030,268,0.08231349289417267
scene0658_00,16,Utonia,1571,3578,1256,223,0.10150448232889175
scene0658_00,16,PTv3_supervised,1328,3428,1136,256,0.12390308082103729
scene0494_00,4,Concerto decoder,889,799,756,43,0.03315102308988571
scene0494_00,4,Sonata linear,994,1212,835,54,0.027381792664527893
scene0494_00,4,Utonia,896,854,754,25,0.027858151122927666
scene0494_00,4,PTv3_supervised,441,160,394,39,0.03015172854065895
scene0494_00,8,Concerto decoder,889,799,800,113,0.05942131206393242
scene0494_00,8,Sonata linear,994,1212,883,154,0.045765701681375504
scene0494_00,8,Utonia,896,854,782,100,0.0486944243311882
scene0494_00,8,PTv3_supervised,441,160,389,43,0.06342625617980957
scene0494_00,16,Concerto decoder,889,799,795,116,0.1379675418138504
scene0494_00,16,Sonata linear,994,1212,872,172,0.09080804884433746
scene0494_00,16,Utonia,896,854,766,111,0.10846859216690063
scene0494_00,16,PTv3_supervised,441,160,387,54,0.1623147428035736
scene0131_02,4,Concerto decoder,5864,2618,5701,72,0.08024860918521881
scene0131_02,4,Sonata linear,4370,6383,4162,60,0.05931100249290466
scene0131_02,4,Utonia,5338,3986,5143,100,0.07294245064258575
scene0131_02,4,PTv3_supervised,2950,3379,2822,72,0.05161065608263016
scene0131_02,8,Concerto decoder,5864,2618,5681,117,0.11536768823862076
scene0131_02,8,Sonata linear,4370,6383,4081,83,0.08337458223104477
scene0131_02,8,Utonia,5338,3986,5075,180,0.09995783120393753
scene0131_02,8,PTv3_supervised,2950,3379,2807,106,0.08619804680347443
scene0131_02,16,Concerto decoder,5864,2618,5646,132,0.16857342422008514
scene0131_02,16,Sonata linear,4370,6383,4077,276,0.13912875950336456
scene0131_02,16,Utonia,5338,3986,4959,230,0.1441889852285385
scene0131_02,16,PTv3_supervised,2950,3379,2811,164,0.15893882513046265
scene0695_02,4,Concerto decoder,2742,1101,2661,49,0.06118454411625862
scene0695_02,4,Sonata linear,2514,3675,2385,49,0.05452066287398338
scene0695_02,4,Utonia,3333,2129,3196,112,0.06366975605487823
scene0695_02,4,PTv3_supervised,2977,1999,2893,43,0.06193230673670769
scene0695_02,8,Concerto decoder,2742,1101,2619,64,0.0965602919459343
scene0695_02,8,Sonata linear,2514,3675,2320,139,0.09433899819850922
scene0695_02,8,Utonia,3333,2129,3171,223,0.09571356326341629
scene0695_02,8,PTv3_supervised,2977,1999,2847,64,0.08924762159585953
scene0695_02,16,Concerto decoder,2742,1101,2581,196,0.16634410619735718
scene0695_02,16,Sonata linear,2514,3675,2245,162,0.12964877486228943
scene0695_02,16,Utonia,3333,2129,3113,370,0.1460115611553192
scene0695_02,16,PTv3_supervised,2977,1999,2738,161,0.13803909718990326
scene0196_00,4,Concerto decoder,589,1460,468,52,0.017679978162050247
scene0196_00,4,Sonata linear,767,3033,585,51,0.01688973233103752
scene0196_00,4,Utonia,718,3554,521,60,0.015596600249409676
scene0196_00,4,PTv3_supervised,847,630,754,54,0.024124084040522575
scene0196_00,8,Concerto decoder,589,1460,409,69,0.034972019493579865
scene0196_00,8,Sonata linear,767,3033,515,62,0.030575372278690338
scene0196_00,8,Utonia,718,3554,425,58,0.025568079203367233
scene0196_00,8,PTv3_supervised,847,630,706,59,0.05036028102040291
scene0196_00,16,Concerto decoder,589,1460,322,94,0.06121540069580078
scene0196_00,16,Sonata linear,767,3033,413,82,0.0520772710442543
scene0196_00,16,Utonia,718,3554,259,35,0.03953389823436737
scene0196_00,16,PTv3_supervised,847,630,666,107,0.10541175305843353
scene0599_01,4,Concerto decoder,954,1951,767,109,0.028242802247405052
scene0599_01,4,Sonata linear,1545,3572,1258,132,0.029094794765114784
scene0599_01,4,Utonia,1343,3674,1119,167,0.030028996989130974
scene0599_01,4,PTv3_supervised,938,834,817,128,0.03458043187856674
scene0599_01,8,Concerto decoder,954,1951,752,225,0.06435532867908478
scene0599_01,8,Sonata linear,1545,3572,1197,201,0.05830169469118118
scene0599_01,8,Utonia,1343,3674,992,194,0.05212101340293884
scene0599_01,8,PTv3_supervised,938,834,790,190,0.07906340807676315
scene0599_01,16,Concerto decoder,954,1951,632,214,0.12116976827383041
scene0599_01,16,Sonata linear,1545,3572,987,167,0.10941377282142639
scene0599_01,16,Utonia,1343,3674,915,251,0.11790379881858826
scene0599_01,16,PTv3_supervised,938,834,726,192,0.16964365541934967
scene0231_00,4,Concerto decoder,2708,7375,2341,317,0.030159126967191696
scene0231_00,4,Sonata linear,4034,12799,3482,259,0.029106883332133293
scene0231_00,4,Utonia,3239,8478,2774,282,0.03062853030860424
scene0231_00,4,PTv3_supervised,3881,6656,3473,252,0.03779865801334381
scene0231_00,8,Concerto decoder,2708,7375,2172,463,0.06320508569478989
scene0231_00,8,Sonata linear,4034,12799,3324,507,0.04826634004712105
scene0231_00,8,Utonia,3239,8478,2557,405,0.05721628665924072
scene0231_00,8,PTv3_supervised,3881,6656,3429,565,0.07372752577066422
scene0231_00,16,Concerto decoder,2708,7375,1653,400,0.11976811289787292
scene0231_00,16,Sonata linear,4034,12799,2936,501,0.08777831494808197
scene0231_00,16,Utonia,3239,8478,2250,495,0.10545915365219116
scene0231_00,16,PTv3_supervised,3881,6656,3146,600,0.1520356386899948
scene0353_02,4,Concerto decoder,5841,5497,5648,58,0.06717275828123093
scene0353_02,4,Sonata linear,5492,22351,5241,142,0.05888856202363968
scene0353_02,4,Utonia,6651,5941,6383,163,0.07192659378051758
scene0353_02,4,PTv3_supervised,6552,8670,6332,160,0.07554540038108826
scene0353_02,8,Concerto decoder,5841,5497,5577,124,0.09908608347177505
scene0353_02,8,Sonata linear,5492,22351,5004,205,0.07558225095272064
scene0353_02,8,Utonia,6651,5941,6243,246,0.10295548290014267
scene0353_02,8,PTv3_supervised,6552,8670,6208,266,0.10920548439025879
scene0353_02,16,Concerto decoder,5841,5497,5566,250,0.15426002442836761
scene0353_02,16,Sonata linear,5492,22351,4864,297,0.10155513137578964
scene0353_02,16,Utonia,6651,5941,6137,329,0.14847435057163239
scene0353_02,16,PTv3_supervised,6552,8670,6075,285,0.16432783007621765
scene0621_00,4,Concerto decoder,1005,8436,739,70,0.015812521800398827
scene0621_00,4,Sonata linear,1132,7543,776,115,0.014166492968797684
scene0621_00,4,Utonia,1036,3784,677,103,0.014068884775042534
scene0621_00,4,PTv3_supervised,1068,1483,832,107,0.017103610560297966
scene0621_00,8,Concerto decoder,1005,8436,702,125,0.030134299769997597
scene0621_00,8,Sonata linear,1132,7543,656,134,0.023718781769275665
scene0621_00,8,Utonia,1036,3784,603,149,0.025147410109639168
scene0621_00,8,PTv3_supervised,1068,1483,768,127,0.03395876660943031
scene0621_00,16,Concerto decoder,1005,8436,703,213,0.06724314391613007
scene0621_00,16,Sonata linear,1132,7543,532,162,0.036878135055303574
scene0621_00,16,Utonia,1036,3784,477,153,0.04529905691742897
scene0621_00,16,PTv3_supervised,1068,1483,787,199,0.08460408449172974
scene0701_02,4,Concerto decoder,526,4818,372,38,0.020344838500022888
scene0701_02,4,Sonata linear,1375,1833,1220,76,0.03670027107000351
scene0701_02,4,Utonia,925,3459,770,56,0.02888057939708233
scene0701_02,4,PTv3_supervised,1734,2780,1621,66,0.03698441758751869
scene0701_02,8,Concerto decoder,526,4818,357,51,0.04048509523272514
scene0701_02,8,Sonata linear,1375,1833,1207,115,0.0670015811920166
scene0701_02,8,Utonia,925,3459,749,87,0.05757930502295494
scene0701_02,8,PTv3_supervised,1734,2780,1621,84,0.06588772684335709
scene0701_02,16,Concerto decoder,526,4818,320,76,0.05826125666499138
scene0701_02,16,Sonata linear,1375,1833,1174,155,0.09739381819963455
scene0701_02,16,Utonia,925,3459,657,142,0.09732562303543091
scene0701_02,16,PTv3_supervised,1734,2780,1624,118,0.1305706799030304
scene0231_01,4,Concerto decoder,4907,11760,4263,453,0.03961814567446709
scene0231_01,4,Sonata linear,3948,13707,3386,298,0.03409979119896889
scene0231_01,4,Utonia,4162,11837,3438,294,0.03304849565029144
scene0231_01,4,PTv3_supervised,4402,9614,3922,263,0.04271042346954346
scene0231_01,8,Concerto decoder,4907,11760,3964,509,0.06913150101900101
scene0231_01,8,Sonata linear,3948,13707,3222,409,0.059662122279405594
scene0231_01,8,Utonia,4162,11837,3246,470,0.05951963737607002
scene0231_01,8,PTv3_supervised,4402,9614,3738,369,0.07984088361263275
scene0231_01,16,Concerto decoder,4907,11760,3302,265,0.12623277306556702
scene0231_01,16,Sonata linear,3948,13707,2794,460,0.10129813849925995
scene0231_01,16,Utonia,4162,11837,2687,463,0.10993573069572449
scene0231_01,16,PTv3_supervised,4402,9614,3567,458,0.15640848875045776
scene0690_01,4,Concerto decoder,5495,4329,5427,26,0.07101389765739441
scene0690_01,4,Sonata linear,1794,10922,1715,27,0.025713950395584106
scene0690_01,4,Utonia,5142,4303,5056,13,0.07159052789211273
scene0690_01,4,PTv3_supervised,149,16879,98,17,0.0061475010588765144
scene0690_01,8,Concerto decoder,5495,4329,5385,30,0.09249594062566757
scene0690_01,8,Sonata linear,1794,10922,1688,37,0.039914775639772415
scene0690_01,8,Utonia,5142,4303,5026,34,0.09685490280389786
scene0690_01,8,PTv3_supervised,149,16879,92,27,0.01602846011519432
scene0690_01,16,Concerto decoder,5495,4329,5125,89,0.13541117310523987
scene0690_01,16,Sonata linear,1794,10922,1545,194,0.07708320766687393
scene0690_01,16,Utonia,5142,4303,5016,199,0.1544009894132614
scene0690_01,16,PTv3_supervised,149,16879,72,25,0.04355049878358841
scene0095_01,4,Concerto decoder,1733,3183,1596,89,0.023139875382184982
scene0095_01,4,Sonata linear,2487,3034,2295,104,0.02821890451014042
scene0095_01,4,Utonia,2267,2600,2084,92,0.02523895725607872
scene0095_01,4,PTv3_supervised,8333,683,8232,70,0.06782032549381256
scene0095_01,8,Concerto decoder,1733,3183,1607,265,0.04606109857559204
scene0095_01,8,Sonata linear,2487,3034,2292,447,0.05278315767645836
scene0095_01,8,Utonia,2267,2600,2106,293,0.04605485126376152
scene0095_01,8,PTv3_supervised,8333,683,8223,126,0.09255950152873993
scene0095_01,16,Concerto decoder,1733,3183,1575,331,0.07314299792051315
scene0095_01,16,Sonata linear,2487,3034,2046,363,0.09659524261951447
scene0095_01,16,Utonia,2267,2600,1964,301,0.07409258186817169
scene0095_01,16,PTv3_supervised,8333,683,8184,144,0.13317923247814178
scene0580_00,4,Concerto decoder,2679,8613,2421,134,0.061639487743377686
scene0580_00,4,Sonata linear,3085,5361,2866,121,0.05991721153259277
scene0580_00,4,Utonia,3102,8283,2808,137,0.05695609748363495
scene0580_00,4,PTv3_supervised,2371,7620,2125,254,0.05499209463596344
scene0580_00,8,Concerto decoder,2679,8613,2340,230,0.10233968496322632
scene0580_00,8,Sonata linear,3085,5361,2726,238,0.09907641261816025
scene0580_00,8,Utonia,3102,8283,2759,325,0.09533977508544922
scene0580_00,8,PTv3_supervised,2371,7620,1973,306,0.08586219698190689
scene0580_00,16,Concerto decoder,2679,8613,2334,549,0.17042513191699982
scene0580_00,16,Sonata linear,3085,5361,2470,410,0.1453060358762741
scene0580_00,16,Utonia,3102,8283,2331,536,0.13759101927280426
scene0580_00,16,PTv3_supervised,2371,7620,1796,776,0.14222405850887299
scene0389_00,4,Concerto decoder,1858,3301,1545,238,0.030131129547953606
scene0389_00,4,Sonata linear,6829,8896,6304,322,0.05590321868658066
scene0389_00,4,Utonia,3818,5517,3382,209,0.03699811175465584
scene0389_00,4,PTv3_supervised,4382,5339,4066,360,0.04783600568771362
scene0389_00,8,Concerto decoder,1858,3301,1542,361,0.056118182837963104
scene0389_00,8,Sonata linear,6829,8896,6149,361,0.07674302160739899
scene0389_00,8,Utonia,3818,5517,3411,403,0.05951584875583649
scene0389_00,8,PTv3_supervised,4382,5339,4103,534,0.0772804319858551
scene0389_00,16,Concerto decoder,1858,3301,1319,352,0.11218860000371933
scene0389_00,16,Sonata linear,6829,8896,5854,440,0.11587885767221451
scene0389_00,16,Utonia,3818,5517,3164,357,0.10461699962615967
scene0389_00,16,PTv3_supervised,4382,5339,3973,666,0.13651563227176666
scene0207_00,4,Concerto decoder,5207,8070,4871,134,0.04915732890367508
scene0207_00,4,Sonata linear,9511,14598,9034,172,0.06570400297641754
scene0207_00,4,Utonia,9154,8189,8660,222,0.0635206326842308
scene0207_00,4,PTv3_supervised,6848,5552,6602,197,0.05899150297045708
scene0207_00,8,Concerto decoder,5207,8070,4733,188,0.08645951747894287
scene0207_00,8,Sonata linear,9511,14598,8790,241,0.1016303077340126
scene0207_00,8,Utonia,9154,8189,8378,326,0.09797632694244385
scene0207_00,8,PTv3_supervised,6848,5552,6487,292,0.10530684143304825
scene0207_00,16,Concerto decoder,5207,8070,4622,447,0.1753460019826889
scene0207_00,16,Sonata linear,9511,14598,8494,778,0.17420469224452972
scene0207_00,16,Utonia,9154,8189,8168,498,0.1676049679517746
scene0207_00,16,PTv3_supervised,6848,5552,6443,409,0.2116377055644989
scene0222_01,4,Concerto decoder,2502,4182,2233,171,0.0322866253554821
scene0222_01,4,Sonata linear,4956,11551,4530,178,0.04040679708123207
scene0222_01,4,Utonia,2837,6655,2469,158,0.030139844864606857
scene0222_01,4,PTv3_supervised,2729,7326,2507,185,0.037987120449543
scene0222_01,8,Concerto decoder,2502,4182,2162,251,0.06112869828939438
scene0222_01,8,Sonata linear,4956,11551,4344,408,0.0571383535861969
scene0222_01,8,Utonia,2837,6655,2241,342,0.052759889513254166
scene0222_01,8,PTv3_supervised,2729,7326,2471,393,0.07681718468666077
scene0222_01,16,Concerto decoder,2502,4182,1984,314,0.10919477790594101
scene0222_01,16,Sonata linear,4956,11551,4146,504,0.07234775274991989
scene0222_01,16,Utonia,2837,6655,2080,411,0.09921284765005112
scene0222_01,16,PTv3_supervised,2729,7326,2366,392,0.13525937497615814
scene0426_03,4,Concerto decoder,1176,2044,1080,64,0.033602531999349594
scene0426_03,4,Sonata linear,926,3864,731,69,0.02664540521800518
scene0426_03,4,Utonia,928,4040,734,128,0.028548648580908775
scene0426_03,4,PTv3_supervised,502,4449,417,31,0.020871376618742943
scene0426_03,8,Concerto decoder,1176,2044,1052,106,0.05729019269347191
scene0426_03,8,Sonata linear,926,3864,634,146,0.04713099077343941
scene0426_03,8,Utonia,928,4040,634,153,0.054615363478660583
scene0426_03,8,PTv3_supervised,502,4449,398,49,0.04674519598484039
scene0426_03,16,Concerto decoder,1176,2044,987,141,0.1028265729546547
scene0426_03,16,Sonata linear,926,3864,517,152,0.08029628545045853
scene0426_03,16,Utonia,928,4040,509,174,0.08591599762439728
scene0426_03,16,PTv3_supervised,502,4449,358,95,0.0894138514995575
scene0355_00,4,Concerto decoder,286,2994,239,23,0.006603526882827282
scene0355_00,4,Sonata linear,986,2567,930,20,0.016840394586324692
scene0355_00,4,Utonia,114,2433,70,12,0.0032410521525889635
scene0355_00,4,PTv3_supervised,280,1418,245,17,0.008770454674959183
scene0355_00,8,Concerto decoder,286,2994,230,22,0.011348352767527103
scene0355_00,8,Sonata linear,986,2567,918,26,0.02670365385711193
scene0355_00,8,Utonia,114,2433,39,9,0.005809609312564135
scene0355_00,8,PTv3_supervised,280,1418,245,21,0.021491818130016327
scene0355_00,16,Concerto decoder,286,2994,228,22,0.026927819475531578
scene0355_00,16,Sonata linear,986,2567,902,51,0.05626541003584862
scene0355_00,16,Utonia,114,2433,4,0,0.0028394232504069805
scene0355_00,16,PTv3_supervised,280,1418,243,26,0.06190689653158188
scene0458_00,4,Concerto decoder,1512,795,1355,47,0.08565181493759155
scene0458_00,4,Sonata linear,1073,2876,894,27,0.05267787724733353
scene0458_00,4,Utonia,1349,2405,1191,31,0.06941617280244827
scene0458_00,4,PTv3_supervised,1672,2160,1519,62,0.09070345759391785
scene0458_00,8,Concerto decoder,1512,795,1355,132,0.1334037035703659
scene0458_00,8,Sonata linear,1073,2876,845,44,0.08022318035364151
scene0458_00,8,Utonia,1349,2405,1128,75,0.10387293249368668
scene0458_00,8,PTv3_supervised,1672,2160,1534,130,0.15082058310508728
scene0458_00,16,Concerto decoder,1512,795,1340,165,0.20658975839614868
scene0458_00,16,Sonata linear,1073,2876,699,78,0.12078715115785599
scene0458_00,16,Utonia,1349,2405,1087,102,0.15745557844638824
scene0458_00,16,PTv3_supervised,1672,2160,1480,129,0.23509010672569275
scene0435_00,4,Concerto decoder,5390,9397,4878,181,0.05079210177063942
scene0435_00,4,Sonata linear,8037,11696,7307,287,0.056777969002723694
scene0435_00,4,Utonia,5226,15263,4513,196,0.04164757579565048
scene0435_00,4,PTv3_supervised,6964,7969,6649,255,0.06408481299877167
scene0435_00,8,Concerto decoder,5390,9397,4751,288,0.08226175606250763
scene0435_00,8,Sonata linear,8037,11696,7095,417,0.083124540746212
scene0435_00,8,Utonia,5226,15263,4283,329,0.06529368460178375
scene0435_00,8,PTv3_supervised,6964,7969,6648,405,0.10846210271120071
scene0435_00,16,Concerto decoder,5390,9397,4556,346,0.13790397346019745
scene0435_00,16,Sonata linear,8037,11696,6635,326,0.10446015000343323
scene0435_00,16,Utonia,5226,15263,4182,490,0.11051426082849503
scene0435_00,16,PTv3_supervised,6964,7969,6597,516,0.2011454999446869
scene0500_00,4,Concerto decoder,3756,5598,3443,138,0.034450747072696686
scene0500_00,4,Sonata linear,4627,5424,4233,178,0.036737069487571716
scene0500_00,4,Utonia,3571,5674,3188,201,0.03156512603163719
scene0500_00,4,PTv3_supervised,2928,6838,2631,162,0.030806483700871468
scene0500_00,8,Concerto decoder,3756,5598,3398,252,0.06945575028657913
scene0500_00,8,Sonata linear,4627,5424,4056,295,0.0695388913154602
scene0500_00,8,Utonia,3571,5674,3073,326,0.06631725281476974
scene0500_00,8,PTv3_supervised,2928,6838,2593,262,0.06684380024671555
scene0500_00,16,Concerto decoder,3756,5598,3300,319,0.1489020437002182
scene0500_00,16,Sonata linear,4627,5424,3620,412,0.11352291703224182
scene0500_00,16,Utonia,3571,5674,2818,361,0.12542912364006042
scene0500_00,16,PTv3_supervised,2928,6838,2502,357,0.156138613820076
scene0277_01,4,Concerto decoder,523,2418,365,61,0.027971511706709862
scene0277_01,4,Sonata linear,987,3334,751,86,0.03308410570025444
scene0277_01,4,Utonia,691,3017,536,72,0.03064601868391037
scene0277_01,4,PTv3_supervised,711,1842,623,77,0.04112240672111511
scene0277_01,8,Concerto decoder,523,2418,337,79,0.06553283333778381
scene0277_01,8,Sonata linear,987,3334,716,165,0.06662628054618835
scene0277_01,8,Utonia,691,3017,523,122,0.07583190500736237
scene0277_01,8,PTv3_supervised,711,1842,600,105,0.08339736610651016
scene0277_01,16,Concerto decoder,523,2418,315,141,0.11931851506233215
scene0277_01,16,Sonata linear,987,3334,476,81,0.07949642091989517
scene0277_01,16,Utonia,691,3017,412,126,0.10751226544380188
scene0277_01,16,PTv3_supervised,711,1842,581,155,0.1581210494041443
scene0300_01,4,Concerto decoder,8100,10305,7979,93,0.06796851754188538
scene0300_01,4,Sonata linear,9444,6435,9197,195,0.0806468203663826
scene0300_01,4,Utonia,8787,6299,8592,211,0.07424668222665787
scene0300_01,4,PTv3_supervised,7171,9199,6984,76,0.06588221341371536
scene0300_01,8,Concerto decoder,8100,10305,7940,180,0.09089858829975128
scene0300_01,8,Sonata linear,9444,6435,9100,423,0.09930799156427383
scene0300_01,8,Utonia,8787,6299,8511,426,0.0943971574306488
scene0300_01,8,PTv3_supervised,7171,9199,6911,96,0.09281798452138901
scene0300_01,16,Concerto decoder,8100,10305,7941,390,0.15271732211112976
scene0300_01,16,Sonata linear,9444,6435,8957,658,0.1399170607328415
scene0300_01,16,Utonia,8787,6299,8345,450,0.14034074544906616
scene0300_01,16,PTv3_supervised,7171,9199,6917,153,0.141990527510643
scene0249_00,4,Concerto decoder,2255,2819,2003,154,0.0199830774217844
scene0249_00,4,Sonata linear,2445,5598,2088,152,0.01882743090391159
scene0249_00,4,Utonia,2523,3851,2171,166,0.02050931006669998
scene0249_00,4,PTv3_supervised,1918,1755,1714,120,0.022724302485585213
scene0249_00,8,Concerto decoder,2255,2819,1951,245,0.04125593975186348
scene0249_00,8,Sonata linear,2445,5598,1956,254,0.036901626735925674
scene0249_00,8,Utonia,2523,3851,2052,262,0.03827739506959915
scene0249_00,8,PTv3_supervised,1918,1755,1654,165,0.04707545414566994
scene0249_00,16,Concerto decoder,2255,2819,1854,340,0.08960742503404617
scene0249_00,16,Sonata linear,2445,5598,1659,280,0.0675194188952446
scene0249_00,16,Utonia,2523,3851,1943,383,0.08325479924678802
scene0249_00,16,PTv3_supervised,1918,1755,1633,300,0.10948731750249863
scene0081_01,4,Concerto decoder,1258,4169,1197,33,0.017017845064401627
scene0081_01,4,Sonata linear,1386,4543,1289,54,0.01765776425600052
scene0081_01,4,Utonia,1684,4752,1592,89,0.018817616626620293
scene0081_01,4,PTv3_supervised,1401,2609,1342,41,0.020604057237505913
scene0081_01,8,Concerto decoder,1258,4169,1166,55,0.028389737010002136
scene0081_01,8,Sonata linear,1386,4543,1225,95,0.031142722815275192
scene0081_01,8,Utonia,1684,4752,1508,122,0.027003245428204536
