variant,mIoU,delta_mIoU,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,picture_to_wall,delta_picture_to_wall
phrd_s4_region_entropy_score_thr0p95_a0p1,0.4090713524262036,1.9391799921997244e-05,0.2897613217267881,3.010164507316615e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p95_a0p25,0.4090711989635024,1.923833722078383e-05,0.28975157773183724,2.0357650122315718e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p9_a0p25,0.409071171456882,1.9210830600357998e-05,0.28973679480601305,5.574724298129663e-06,0.6285714285713934,0.0,0.02538370720188902,-0.0005903187721369545
phrd_s8_pred_agreement_thr0p95_a0p75,0.4090701956643275,1.823503804587734e-05,0.2898473216321866,0.00011610155047170334,0.6296296296295942,0.0010582010582008694,0.025974025974025976,0.0
phrd_s8_pred_agreement_thr0p95_a1p0,0.4090701956643275,1.823503804587734e-05,0.2898473216321866,0.00011610155047170334,0.6296296296295942,0.0010582010582008694,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p95_a0p5,0.4090686142132891,1.6653587007475767e-05,0.28975123404082886,2.0013959113940327e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p9_a0p5,0.40906791320129915,1.5952575017519344e-05,0.289727414101247,-3.80598046789693e-06,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p9_a0p25,0.4090676742849335,1.5713658651883566e-05,0.28975658793116743,2.5367849452506697e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p9_a0p1,0.4090669869743898,1.5026348108182486e-05,0.2897722198659522,4.099978423727224e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p8_a0p1,0.4090646264078733,1.2665781591647551e-05,0.289755545769188,2.432568747307018e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_conf_thr0p9_a0p1,0.409064403513051,1.2442886769381545e-05,0.2898623312678204,0.00013111118610548145,0.6291316526610292,0.0005602240896358524,0.02538370720188902,-0.0005903187721369545
phrd_s8_mean_conf_thr0p9_a0p25,0.40906372501795174,1.1764391670110452e-05,0.28975465825497276,2.3438173257839257e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_conf_thr0p95_a0p25,0.4090632923438477,1.1331717566065436e-05,0.28973631815613643,5.098074421505672e-06,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_conf_thr0p7_a0p1,0.40906264036071943,1.0679734437801791e-05,0.28986735546258696,0.0001361353808720378,0.6304591265397184,0.0018876979683249973,0.02538370720188902,-0.0005903187721369545
